url_o,latitude,longitude,distance,bearing,level0_cluster,level1_cluster
https://live.staticflickr.com/6/7867051_e3c179ad16_o.jpg,40.7745,-111.87899999999999,1.1371909048353168,33.55575732150919,2,8
https://live.staticflickr.com/5/7867313_ab29048b61_o.jpg,40.7757,-111.87700000000001,1.264953631326043,35.43148823222475,2,6
https://live.staticflickr.com/14/19700972_bba1945beb_o.jpg,40.7805,-111.859,2.160288717036336,50.88226896489039,4,4
https://live.staticflickr.com/14/19700973_4aabc88e3e_o.jpg,40.78,-111.86,2.0978384235825493,50.713202394933894,4,16
https://live.staticflickr.com/23/37827909_7935ef3c6e_o.jpg,40.7812,-111.86,2.1513343100647555,49.00145787269781,1,8
https://live.staticflickr.com/27/103109903_371fb41ee4_o.jpg,40.7849,-111.86200000000001,2.2553465678512405,42.33279860687838,1,17
https://live.staticflickr.com/40/103158869_04e81d6174_o.jpg,40.7797,-111.87899999999999,1.4506018978916742,25.67652301776667,1,12
https://live.staticflickr.com/42/103164084_1bdca7087d_o.jpg,40.7832,-111.87100000000001,1.8703756616245777,34.058984503431695,1,14
https://live.staticflickr.com/54/132636838_714933666c_o.jpg,40.7507,-111.902,0.9056832425166852,219.5262023835817,2,13
https://live.staticflickr.com/45/132636984_a378aabb60_o.jpg,40.7507,-111.902,0.9056832425166852,219.5262023835817,1,2
https://live.staticflickr.com/52/132637114_83bd4f843d_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,16
https://live.staticflickr.com/31/132637248_2a915144f6_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,11
https://live.staticflickr.com/54/132637409_293785b564_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,11
https://live.staticflickr.com/53/132637573_2979092cc0_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,15
https://live.staticflickr.com/49/132637716_73395ff211_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,18
https://live.staticflickr.com/51/132637850_d75bfa926d_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,6
https://live.staticflickr.com/52/132637997_7d27458585_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,5
https://live.staticflickr.com/27/132638124_a82d160ea0_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,5
https://live.staticflickr.com/54/132638279_cab1c4bbe2_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,14
https://live.staticflickr.com/53/132638439_4186ee93e9_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,2
https://live.staticflickr.com/44/133234313_f77c58ff5e_o.jpg,40.7838,-111.87799999999999,1.73053649834133,23.16887244107357,3,5
https://live.staticflickr.com/56/133234461_8371fd325f_o.jpg,40.7838,-111.87799999999999,1.73053649834133,23.16887244107357,2,12
https://live.staticflickr.com/51/133234634_786bfaac4d_o.jpg,40.7832,-111.87799999999999,1.6924627455201262,23.72185674712648,2,9
https://live.staticflickr.com/46/133234741_2c6723cb61_o.jpg,40.7838,-111.87799999999999,1.73053649834133,23.16887244107357,4,16
https://live.staticflickr.com/52/144446814_1f5762825c_o.jpg,40.7606,-111.889,0.10569439453038183,97.52021962919379,2,11
https://live.staticflickr.com/48/177734133_8c177136d4_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,13
https://live.staticflickr.com/58/188745464_b9d33e8cd7_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,2
https://live.staticflickr.com/68/188745684_41dcd85470_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,6
https://live.staticflickr.com/72/188745802_c4f425a34e_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,13
https://live.staticflickr.com/76/188745947_9e2725f15a_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,7
https://live.staticflickr.com/65/188746110_5d88c2684a_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,12
https://live.staticflickr.com/62/188746222_5d43a6c0c3_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,1
https://live.staticflickr.com/68/188746308_6941bfc621_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,7
https://live.staticflickr.com/71/189386372_38f5ee010e_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,2
https://live.staticflickr.com/69/189386513_3fbc0475d8_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,7
https://live.staticflickr.com/52/189386672_02ad4a6220_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,8
https://live.staticflickr.com/51/189386859_62991000f3_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,3,12
https://live.staticflickr.com/66/189386969_a0bd60a226_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,14
https://live.staticflickr.com/48/189387122_e3f6ff73d5_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,6
https://live.staticflickr.com/67/189387366_e7ddfe1a64_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,9
https://live.staticflickr.com/58/189387471_57ef5a1b0a_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,6
https://live.staticflickr.com/48/189387554_c7e5f3cbc2_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,16
https://live.staticflickr.com/68/189387695_122473f9f3_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,4,15
https://live.staticflickr.com/75/189387756_873a36f4ed_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,1,16
https://live.staticflickr.com/66/189387872_d375a0962c_o.jpg,40.7499,-111.904,1.0160839246216304,222.1003268090527,2,10
https://live.staticflickr.com/64/194519958_1c05db8600_o.jpg,40.7498,-111.90700000000001,1.132147297384272,227.7788019776957,1,3
https://live.staticflickr.com/45/194520116_14d07ac1a3_o.jpg,40.7498,-111.90700000000001,1.132147297384272,227.7788019776957,2,5
https://live.staticflickr.com/61/194520235_a3e11d6c4f_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,1,10
https://live.staticflickr.com/78/194520388_b16a81ca8c_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,1,16
https://live.staticflickr.com/73/194520511_f306032943_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,2,19
https://live.staticflickr.com/45/194520672_18218f64b8_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,3,16
https://live.staticflickr.com/57/194520902_f7fe885dc3_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,2,17
https://live.staticflickr.com/66/194521045_4fbe9bf407_o.jpg,40.7509,-111.90799999999999,1.123542212848924,232.45302649443275,3,3
